nitrogen,phosphorus,potassium,ph,moisture,temperature,recommended_fertilizer,advice
43,54,98,6.9,48,33,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
78,74,70,6.8,31,26,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
87,87,64,6.7,36,23,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
56,84,53,6.1,26,24,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
84,60,77,6.5,69,29,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
25,30,52,5.7,21,25,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
59,30,82,5.6,62,29,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
29,15,45,6.0,51,33,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
48,40,47,6.7,31,22,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
17,63,20,6.0,38,36,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
87,82,87,6.0,33,21,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
39,29,30,6.3,26,20,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
47,63,59,7.1,51,33,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
63,60,77,6.7,51,19,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
65,32,75,5.5,59,25,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
40,70,70,5.6,57,35,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
70,68,67,6.3,50,31,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
51,76,56,6.6,62,27,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
29,22,40,5.5,44,39,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
43,8,34,6.0,28,37,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
82,52,87,6.9,64,27,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
44,27,23,6.6,33,35,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
57,47,92,6.3,67,37,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
30,65,40,6.7,56,35,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
68,76,73,6.0,62,27,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
75,64,63,6.8,31,23,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
64,74,74,6.0,61,25,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
79,22,89,6.2,56,31,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
22,30,36,5.5,28,32,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
51,49,46,6.1,33,19,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
38,12,46,6.4,17,39,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
28,6,13,6.7,38,26,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
56,54,58,6.5,43,29,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
31,19,23,5.9,17,26,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
37,39,25,5.8,39,23,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
70,54,63,6.6,33,35,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
36,21,14,6.5,26,40,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
58,51,48,6.6,57,24,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
67,35,58,7.1,51,26,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
23,36,22,6.1,22,25,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
71,34,55,6.0,51,22,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
52,81,54,6.8,45,28,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
37,67,80,6.7,36,21,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
34,65,29,6.3,30,21,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
44,8,39,6.0,46,22,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
78,55,74,6.4,61,27,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
51,49,31,6.0,59,27,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
53,41,50,6.4,54,28,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
65,39,80,7.3,41,26,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
44,38,28,6.6,33,29,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
62,33,65,6.2,51,25,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
25,11,30,5.0,31,27,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
13,20,43,5.5,55,40,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
18,63,45,6.6,57,28,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
35,70,52,6.4,58,31,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
72,34,59,6.8,44,23,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
28,18,46,5.8,17,40,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
38,25,38,5.8,40,34,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
28,31,15,6.4,34,21,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
62,80,83,7.1,34,20,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
65,48,47,6.2,58,24,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
15,18,16,5.3,50,25,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
53,46,75,6.1,38,21,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
59,54,49,7.1,57,29,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
26,18,19,6.8,25,24,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
22,37,50,6.6,26,19,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
81,82,60,7.2,64,24,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
21,33,35,7.0,36,37,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
50,26,34,5.6,43,31,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
57,60,65,6.7,37,33,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
48,42,73,6.5,47,26,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
11,6,26,5.5,38,23,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
58,31,87,7.4,57,28,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
81,59,86,6.0,29,20,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
50,60,44,6.1,41,26,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
18,33,16,5.6,55,29,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
28,58,52,7.2,37,29,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
31,32,27,5.8,32,28,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
80,67,61,6.7,53,22,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
23,31,28,6.5,29,27,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
91,58,74,7.0,40,18,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
